CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50044875,TIME INC. CAFE AND COFFEE BAR,Manhattan,225,LIBERTY ST,10280,2125229327,American,10/23/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,,,09/30/2019,Cycle Inspection / Initial Inspection,40.711530166285,-74.015672785414,101,01,031703,1000058,1000160125,MN25
50076975,90 DEGREE COFFEE SHOP,Brooklyn,5715,5TH AVE,11220,3472833802,Chinese,07/31/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Y,70,,,09/30/2019,Cycle Inspection / Initial Inspection,40.641033494545,-74.014531946329,307,38,010200,3015718,3008480004,BK34
41679329,BEST COFFEE SHOP,Brooklyn,4410,FT HAMILTON PARKWAY,11219,7184351014,American,09/06/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,22,,,09/30/2019,Cycle Inspection / Initial Inspection,40.640529241731,-73.99444381573,312,39,011200,3136345,3056080029,BK34
40719693,PROSPECT COFFEE SHOP,Bronx,1309,PROSPECT AVENUE,10459,7189911249,American,08/28/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,40,,,09/30/2019,Cycle Inspection / Initial Inspection,40.828042132592,-73.898148345793,203,17,013500,2005052,2026810029,BX35
50049331,PUEBLO QUERIDO COFFEE,Brooklyn,195,GREENPOINT AVE,11222,9293462986,Café/Coffee/Tea,09/14/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,5,A,09/14/2016,09/30/2019,Cycle Inspection / Initial Inspection,40.730438017893,-73.951730666293,301,33,057500,3414018,3025590036,BK76
41520844,POP'S COFFEE DINER,Queens,4429B,KISSENA BOULEVARD,11355,7184637719,American,10/18/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,,,09/30/2019,Cycle Inspection / Initial Inspection,40.753311361905,-73.822087482721,407,20,085900,4117219,4051920015,QN22
40547185,RED HOOK COFFEE SHOP,Brooklyn,327,VAN BRUNT ST,11231,7182439187,American,11/20/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,11,A,11/20/2018,09/30/2019,Cycle Inspection / Re-inspection,40.677970258878,-74.012153341819,306,38,005300,3008542,3005560002,BK33
50058023,OLIVER COFFEE,Manhattan,5,OLIVER ST,10038,4153176266,Café/Coffee/Tea,01/19/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Y,22,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.712974969635,-73.99807016741,103,01,002700,1081974,1002790015,MN27
41595904,OSLO COFFEE ROASTERS,Manhattan,422,EAST   75 STREET,10021,3472552508,Café/Coffee/Tea,02/15/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,02/15/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.769447451415,-73.953886475686,108,05,013200,1045911,1014690038,MN31
41451597,TOM'S COFFEE SHOP,Bronx,250,EAST BURNSIDE AVENUE,10457,7187312077,Café/Coffee/Tea,12/01/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,13,A,12/01/2016,09/30/2019,Cycle Inspection / Re-inspection,40.851637003277,-73.902583478659,205,15,038100,2007779,2028140065,BX41
50048644,GREGORY'S COFFEE,Manhattan,327,PARK AVE S,10010,2129798600,Café/Coffee/Tea,02/21/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,10,A,02/21/2017,09/30/2019,Cycle Inspection / Re-inspection,40.741031097043,-73.985731245448,105,02,006800,1018066,1008800003,MN21
50053408,MITZ (MELLOW YELLOW COFFEE & VIBES),Manhattan,1729,1ST AVE,10128,2127227220,Jewish/Kosher,05/16/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,05/16/2019,09/30/2019,Cycle Inspection / Re-inspection,40.779120082548,-73.947745067938,108,05,015400,1050119,1015520027,MN32
40400539,ALL AMERICAN COFFEE SHOP,Queens,3519,37 AVENUE,11101,7189376161,American,02/16/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,02/16/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.753154845794,-73.927809425352,401,26,005500,4009512,4006350001,QN68
50072094,HOHHOT COFFEE,Brooklyn,1500,SHEEPSHEAD BAY RD,11235,7188918098,Bakery,06/24/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,06/24/2019,09/30/2019,Cycle Inspection / Re-inspection,40.58726846017,-73.953757134157,315,48,060600,3204943,3074590094,BK17
40394761,E & L BAKERY & COFFEE SHOP,Bronx,4202,WHITE PLAINS ROAD,10466,7183248152,Bakery,01/13/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,15,,,09/30/2019,Cycle Inspection / Initial Inspection,40.893564795235,-73.857262215439,212,11,043400,2068166,2049970058,BX62
50093055,LITTLE MEXICAN COFFEE HOUSE,Bronx,730,ASTOR AVE,10467,7186764020,Mexican,06/26/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,36,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.859571131892,-73.866217878255,211,13,033000,2050013,2043440030,BX07
50064439,ORSO COFFEE,Brooklyn,1745,SHEEPSHEAD BAY RD,11235,7184849250,Café/Coffee/Tea,10/10/2018,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,29,,,09/30/2019,Cycle Inspection / Initial Inspection,40.585370885161,-73.951519100549,315,48,060000,3247037,3087720073,BK17
50049490,COZY COFFEE,Brooklyn,925B,MARCY AVE,11216,6462075854,Café/Coffee/Tea,05/12/2017,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Y,62,,,09/30/2019,Cycle Inspection / Initial Inspection,40.681383858026,-73.946415823671,303,36,026900,3331201,3018510001,BK75
50003977,GORILLA COFFEE,Brooklyn,472,BERGEN ST,11217,3479873766,Café/Coffee/Tea,11/28/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,A,11/28/2018,09/30/2019,Cycle Inspection / Re-inspection,40.680982104398,-73.975764322639,306,39,012902,3018597,3009330027,BK37
40979620,JACK'S COFFEE,Manhattan,138,WEST 10 STREET,10014,2129290821,Café/Coffee/Tea,06/05/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,06/05/2017,09/30/2019,Cycle Inspection / Re-inspection,40.734581788148,-74.000595375756,102,03,007100,1010684,1006100048,MN23
50084943,PARTNERS COFFEE ROASTER,Brooklyn,8,WILSON AVE,11237,3474258815,Café/Coffee/Tea,05/02/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,40,C,05/02/2019,09/30/2019,Pre-permit (Operational) / Re-inspection,40.703608212013,-73.930882057615,304,34,042500,3071855,3031480033,BK78
50043744,CARIBBEAN COFFEE SHOP,Brooklyn,527,STANLEY AVE,11207,7189752301,Caribbean,06/26/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,21,B,06/26/2018,09/30/2019,Cycle Inspection / Re-inspection,40.657221383154,-73.888862789012,305,42,110400,3097671,3043470030,BK82
50000768,"BUFFALO WILD WINGS, PEETS COFFEE & TEA, BENTO SUSHI",Queens,NKA,JFK INTERNATIONAL AIRPORT,11430,7187514769,American,05/23/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,05/23/2017,09/30/2019,Cycle Inspection / Re-inspection,40.648312826068,-73.788281497594,483,28,071600,4000000,4142600001,QN98
50064271,CROWN FRIED CHICKEN COFFEE SHOP,Brooklyn,848,NOSTRAND AVE,11225,7184841930,Chicken,10/10/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,29,C,10/10/2018,09/30/2019,Cycle Inspection / Re-inspection,40.669061684734,-73.950585677629,309,35,032100,3032907,3012680038,BK63
50038802,REGO PARK COFFEE SHOP,Queens,9414,63RD DR,11374,7184592233,American,09/06/2018,Violations were cited in the following area(s).,16A,"A food containing artificial trans fat, with 0.5 grams or more of trans fat per serving, is being stored, distributed, held for service, used in preparation of a menu item, or served.",N,,,,09/30/2019,Trans Fat / Initial Inspection,40.728807509117,-73.863147591964,406,29,069300,4072133,4030830056,QN18
50048460,STARBUCKS COFFEE,Manhattan,55,W 46TH ST,10036,6466475558,Café/Coffee/Tea,12/07/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,7,A,12/07/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.756757851129,-73.980750302555,105,04,009600,1034346,1012627502,MN17
41171815,G'S CANDY STORE COFFEE SHOP,Manhattan,634,WEST  207 STREET,10034,2127420679,American,12/11/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,19,,,09/30/2019,Cycle Inspection / Initial Inspection,40.868309337231,-73.921620530371,112,10,029500,1064982,1022410014,MN01
50019000,IDEA COFFEE,Manhattan,246,5TH AVE,10001,6468961533,Café/Coffee/Tea,01/27/2017,Violations were cited in the following area(s).,22F,,,7,A,01/27/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.744585756978,-73.987372522452,105,02,005800,1015691,1008290042,MN13
50042223,STARBUCKS COFFEE,Queens,9515,63RD DR,11374,3477570261,Café/Coffee/Tea,03/05/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,03/05/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.729463037404,-73.862752961544,406,29,069300,4072076,4030800032,QN18
50009816,CITY OF SAINTS COFFEE ROASTERS,Manhattan,79,E 10TH ST,10003,6465901621,Café/Coffee/Tea,05/04/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,05/04/2018,09/30/2019,Cycle Inspection / Re-inspection,40.731111968432,-73.989969344928,103,02,004200,1008968,1005560001,MN22
50009816,CITY OF SAINTS COFFEE ROASTERS,Manhattan,79,E 10TH ST,10003,6465901621,Café/Coffee/Tea,09/10/2018,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",N,,,,09/30/2019,Administrative Miscellaneous / Initial Inspection,40.731111968432,-73.989969344928,103,02,004200,1008968,1005560001,MN22
50073733,COFFEE RX,Brooklyn,1504,86TH ST,11228,9295006836,Café/Coffee/Tea,02/07/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.611280582037,-74.00933186881,311,43,017200,3166165,3063600038,BK27
50043051,CHAMPION COFFEE,Brooklyn,142,NASSAU AVE,11222,7183833251,Café/Coffee/Tea,09/22/2016,Violations were cited in the following area(s).,22F,,,5,A,09/22/2016,09/30/2019,Cycle Inspection / Re-inspection,40.724792990358,-73.947654341651,301,33,057100,3066880,3026830003,BK76
41721343,COFFEE SHOP DINER,Manhattan,442,EAST   14 STREET,10009,2122605842,American,09/10/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,A,09/10/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.730789730314,-73.981208849527,103,02,003400,1006019,1004410029,MN22
50051766,GREGORYS COFFEE,Brooklyn,16,COURT ST,11241,9293376368,Café/Coffee/Tea,11/30/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,18,,,09/30/2019,Cycle Inspection / Initial Inspection,40.693437318966,-73.990577253804,302,33,000900,3002108,3002500044,BK09
50002701,JENNY COFFEE SHOP #2,Brooklyn,233,KINGSTON AVE,11213,7186049376,Spanish,07/30/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,33,Z,07/30/2019,09/30/2019,Cycle Inspection / Re-inspection,40.671936905479,-73.941946111689,308,35,033900,3032054,3012510009,BK61
41444147,NATIONAL RESTAURANT & COFFEE SHOP,Bronx,6-8,BEDFORD PARK BOULEVARD,10468,7183655515,American,05/17/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,12,A,05/17/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.873206686328,-73.889183802441,207,11,040701,2017611,2033200009,BX28
41368569,TITA'S DONUTS AND COFFEE SHOP,Bronx,1930,GRAND CONCOURSE,10457,7189018425,Bakery,02/20/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,02/20/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.850099609082,-73.905459370419,205,15,023502,2007721,2028100001,BX41
50057288,ODD FOX COFFEE,Brooklyn,984,MANHATTAN AVE,11222,5035512887,Café/Coffee/Tea,03/29/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,03/29/2019,09/30/2019,Cycle Inspection / Re-inspection,40.732695411351,-73.954662520538,301,33,057500,3064316,3025330005,BK76
50064386,GREGORYS COFFEE,Manhattan,1407,BROADWAY,10018,6468959136,Café/Coffee/Tea,09/20/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,09/20/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.753432097521,-73.98715066791,105,03,011300,1015265,1008140015,MN17
40397886,LANDMARK COFFEE SHOP,Manhattan,158,GRAND STREET,10013,2123340040,American,05/20/2016,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,12,A,05/20/2016,09/30/2019,Cycle Inspection / Initial Inspection,40.7198972847,-73.998748183682,102,01,004500,1007008,1004720025,MN24
40384323,OMEGA COFFEE SHOP,Queens,20007,32 AVENUE,11361,7183523925,American,05/15/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,A,05/15/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.769757080753,-73.789139468641,411,19,108500,4134059,4060230029,QN46
50071630,GLORIA JEAN'S COFFEES,Queens,9015,QUEENS BLVD,11373,6467552999,Café/Coffee/Tea,04/30/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,26,B,04/30/2019,09/30/2019,Cycle Inspection / Re-inspection,40.733840182011,-73.871577033806,404,25,068300,4045999,4018600100,QN29
50038802,REGO PARK COFFEE SHOP,Queens,9414,63RD DR,11374,7184592233,American,06/15/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,06/15/2017,09/30/2019,Cycle Inspection / Re-inspection,40.728807509117,-73.863147591964,406,29,069300,4072133,4030830056,QN18
40366938,LULU'S COFFEE SHOP,Bronx,1191,CASTLE HILL AVENUE,10462,7188223568,Café/Coffee/Tea,02/27/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,58,C,02/27/2019,09/30/2019,Cycle Inspection / Re-inspection,40.831707036899,-73.850999305895,209,18,009200,2026488,2038110036,BX59
40547185,RED HOOK COFFEE SHOP,Brooklyn,327,VAN BRUNT ST,11231,7182439187,American,10/26/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,40,,,09/30/2019,Cycle Inspection / Initial Inspection,40.677970258878,-74.012153341819,306,38,005300,3008542,3005560002,BK33
40906994,GABBY'S COFFEE SHOP,Brooklyn,101,DITMAS AVENUE,11218,7184361956,Spanish,12/13/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,37,,,09/30/2019,Cycle Inspection / Initial Inspection,40.635572903866,-73.977852581966,312,39,048600,3126607,3053850055,BK41
50044072,AVP COFFEE SHOP,Brooklyn,401,AVENUE P,11223,3476735506,Mexican,10/13/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,29,C,10/13/2017,09/30/2019,Cycle Inspection / Re-inspection,40.608859528455,-73.972603264084,312,44,043800,3174726,3066080052,BK46
40394761,E & L BAKERY & COFFEE SHOP,Bronx,4202,WHITE PLAINS ROAD,10466,7183248152,Bakery,10/24/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,,,09/30/2019,Cycle Inspection / Initial Inspection,40.893564795235,-73.857262215439,212,11,043400,2068166,2049970058,BX62
50080767,STARBUCKS COFFEE #49450,Bronx,346,BAYCHESTER AVE,10475,2126159700,Café/Coffee/Tea,04/04/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,04/04/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.867838960711,-73.831285311949,210,12,046201,,2,BX13
50003977,GORILLA COFFEE,Brooklyn,472,BERGEN ST,11217,3479873766,Café/Coffee/Tea,09/20/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,34,,,09/30/2019,Cycle Inspection / Initial Inspection,40.680982104398,-73.975764322639,306,39,012902,3018597,3009330027,BK37
41127492,ECUA VILLA COFFEE SHOP,Bronx,320,EAST  170 STREET,10456,7185382369,Café/Coffee/Tea,07/15/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,23,,,09/30/2019,Cycle Inspection / Initial Inspection,40.837282645455,-73.910070961146,204,16,017702,2007199,2027830042,BX14
50032749,JERRY'S COFFEE SHOP,Bronx,970,LONGWOOD AVE,10459,7188238073,Sandwiches,05/17/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23,,,09/30/2019,Cycle Inspection / Initial Inspection,40.817367711552,-73.898020231848,202,08,008500,2005569,2027080046,BX33
41451597,TOM'S COFFEE SHOP,Bronx,250,EAST BURNSIDE AVENUE,10457,7187312077,Café/Coffee/Tea,02/26/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,19,,,09/30/2019,Cycle Inspection / Initial Inspection,40.851637003277,-73.902583478659,205,15,038100,2007779,2028140065,BX41
50063824,JOE COFFEE COMPANY,Manhattan,185,GREENWICH ST,10007,6467661719,Café/Coffee/Tea,04/16/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,17,,,09/30/2019,Cycle Inspection / Initial Inspection,40.711829780109,-74.01208739719,101,01,001300,1089309,1000580001,MN25
50081830,JACK'S STIR BREW COFFEE,Manhattan,141,E 88TH ST,10128,9176867747,Café/Coffee/Tea,11/07/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,11/07/2018,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.780701146226,-73.954384170642,108,05,014802,1048078,1015177502,MN40
50017814,MAX'S DELI & COFFEE SHOP,Brooklyn,2623,ATLANTIC AVE,11207,9179668200,Delicatessen,01/25/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,11,A,01/25/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.675693588245,-73.897523885758,305,37,119800,3083283,3036690039,BK82
41136253,VICTOR'S COFFEE SHOP,Queens,21261,JAMAICA AVENUE,11428,7182174520,Spanish,06/22/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,11,,,09/30/2019,Cycle Inspection / Initial Inspection,40.71604619016,-73.745267989695,413,23,054200,4226127,4106020029,QN34
41451597,TOM'S COFFEE SHOP,Bronx,250,EAST BURNSIDE AVENUE,10457,7187312077,Café/Coffee/Tea,08/29/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,13,A,08/29/2017,09/30/2019,Cycle Inspection / Re-inspection,40.851637003277,-73.902583478659,205,15,038100,2007779,2028140065,BX41
41421031,LANO'S COFFEE SHOP & RESTAURANT,Brooklyn,107,3 AVENUE,11217,7183463617,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/02/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,60,,,09/30/2019,Cycle Inspection / Initial Inspection,40.682929345516,-73.982300442289,302,33,012700,3005982,3003890002,BK38
50013460,PLOWSHARES COFFEE,Manhattan,2730,BROADWAY,10025,2122220280,Café/Coffee/Tea,03/23/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,5,A,03/23/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.800188007602,-73.968059897762,107,07,019100,1056600,1018760046,MN12
50053408,MITZ (MELLOW YELLOW COFFEE & VIBES),Manhattan,1729,1ST AVE,10128,2127227220,Jewish/Kosher,05/16/2019,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,09/30/2019,Administrative Miscellaneous / Re-inspection,40.779120082548,-73.947745067938,108,05,015400,1050119,1015520027,MN32
50065145,FAMILY COFFEE SHOP,Bronx,219,W 230TH ST,10463,3479479358,Delicatessen,08/02/2019,No violations were recorded at the time of this inspection.,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",N,,,,09/30/2019,Administrative Miscellaneous / Initial Inspection,40.877262765071,-73.907058697285,208,11,028900,2083133,2057000078,BX29
50089669,SUNSET COFFEE SHOP AND RESTAURANT,Brooklyn,5416,2ND AVE,11220,7184397800,Café/Coffee/Tea,07/12/2019,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,P,07/12/2019,09/30/2019,Cycle Inspection / Reopening Inspection,40.646703488817,-74.019416019475,307,38,002200,3014477,3008200035,BK32
50045568,STEINWAY COFFEE SHOP,Queens,3410,STEINWAY ST,11101,7183617770,American,12/05/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,11,A,12/05/2016,09/30/2019,Cycle Inspection / Re-inspection,40.756334385567,-73.921150007333,401,26,015700,4010902,4006720025,QN70
50047872,ABOUT COFFEE,Manhattan,71,SULLIVAN ST,10012,8579398630,Café/Coffee/Tea,07/02/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,07/02/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.724618224978,-74.003889204479,102,03,004700,1007347,1004890008,MN24
41503140,VIP COFFEE,Brooklyn,6714,BAY PARKWAY,11204,7188378388,Bakery,06/13/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,19,,,09/30/2019,Cycle Inspection / Initial Inspection,40.612372122251,-73.982981935903,311,47,025600,3134805,3055720037,BK28
41444147,NATIONAL RESTAURANT & COFFEE SHOP,Bronx,6-8,BEDFORD PARK BOULEVARD,10468,7183655515,American,05/09/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,10,A,05/09/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.873206686328,-73.889183802441,207,11,040701,2017611,2033200009,BX28
